YEAR,MONTH,DAY,DATE,HOUR,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2,,,
2018,7,29,29/7/2018,5,CENTRAL,89,1,47,136,1,2,12,,,
2018,7,29,29/7/2018,6,CENTRAL,66,4,47,129,1,5,9,,,
2018,7,29,29/7/2018,7,CENTRAL,67,3,40,133,1,4,8,,,
2018,7,29,29/7/2018,8,CENTRAL,64,6,56,234,1,8,17,,,
2018,7,29,29/7/2018,9,CENTRAL,56,13,57,237,2,17,13,,,
2018,7,29,29/7/2018,10,CENTRAL,59,10,63,242,3,16,14,,,
2018,7,29,29/7/2018,11,CENTRAL,59,11,68,291,4,19,17,,,
2018,7,29,29/7/2018,12,CENTRAL,55,13,73,263,5,22,20,,,
2018,7,29,29/7/2018,13,CENTRAL,43,6,42,98,19,11,12,,,
2018,7,29,29/7/2018,14,CENTRAL,49,2,44,107,20,3,7,,,
2018,7,29,29/7/2018,15,CENTRAL,47,7,50,117,21,7,8,,,
2018,7,29,29/7/2018,16,CENTRAL,48,9,49,98,31,9,9,,,
2018,7,29,29/7/2018,17,CENTRAL,44,10,43,96,19,11,8,,,
2018,7,29,29/7/2018,18,CENTRAL,47,2,42,92,12,2,7,,,
2018,7,29,29/7/2018,19,CENTRAL,55,2,50,99,11,2,9,,,
2018,7,29,29/7/2018,20,CENTRAL,46,4,39,68,20,4,8,,,
2018,7,29,29/7/2018,21,CENTRAL,53,5,49,103,13,5,7,,,
2018,7,29,29/7/2018,22,CENTRAL,48,3,38,68,16,3,7,,,
2018,7,29,29/7/2018,23,CENTRAL,42,N.A.,24,29,20,N.A.,4,,,
2018,7,29,29/7/2018,24,CENTRAL,42,N.A.,31,45,14,N.A.,5,,,
2018,7,30,30/7/2018,1,CENTRAL,44,1,36,67,7,1,8,,,
2018,7,30,30/7/2018,2,CENTRAL,48,2,35,71,6,2,8,,,
2018,7,30,30/7/2018,3,CENTRAL,43,1,29,46,10,1,7,,,
2018,7,30,30/7/2018,4,CENTRAL,43,1,37,73,9,1,7,,,
2018,7,30,30/7/2018,5,CENTRAL,42,0,31,50,12,0,6,,,
2018,7,30,30/7/2018,6,CENTRAL,48,0,34,69,11,0,6,,,
2018,7,30,30/7/2018,7,CENTRAL,47,1,42,91,7,2,8,,,
2018,7,30,30/7/2018,8,CENTRAL,64,3,69,260,1,5,9,,,
2018,7,30,30/7/2018,9,CENTRAL,66,6,80,323,4,11,10,,,
2018,7,30,30/7/2018,10,CENTRAL,64,8,86,354,3,18,12,,,
2018,7,30,30/7/2018,11,CENTRAL,58,8,85,375,2,19,32,,,
2018,7,30,30/7/2018,12,CENTRAL,60,10,76,295,7,17,22,,,
2018,7,30,30/7/2018,13,CENTRAL,63,8,56,143,16,12,13,,,
2018,7,30,30/7/2018,14,CENTRAL,54,8,59,145,17,12,12,,,
2018,7,30,30/7/2018,15,CENTRAL,55,9,74,216,11,14,13,,,
2018,7,30,30/7/2018,16,CENTRAL,64,9,80,301,5,14,17,,,
2018,7,30,30/7/2018,17,CENTRAL,62,7,77,202,9,11,10,,,
2018,7,30,30/7/2018,18,CENTRAL,52,9,52,115,27,13,6,,,
2018,7,30,30/7/2018,19,CENTRAL,54,6,44,102,18,10,6,,,
2018,7,30,30/7/2018,20,CENTRAL,60,7,50,117,13,12,7,,,
2018,7,30,30/7/2018,21,CENTRAL,51,5,33,60,20,10,5,,,
2018,7,30,30/7/2018,22,CENTRAL,55,8,42,76,16,12,6,,,
2018,7,30,30/7/2018,23,CENTRAL,46,8,28,45,21,12,6,,,
2018,7,30,30/7/2018,24,CENTRAL,48,6,35,60,15,10,7,,,
2018,7,31,31/7/2018,1,CENTRAL,52,8,45,102,6,13,10,,,
2018,7,31,31/7/2018,2,CENTRAL,52,11,42,82,10,19,7,,,
2018,7,31,31/7/2018,3,CENTRAL,44,7,35,55,13,12,8,,,
2018,7,31,31/7/2018,4,CENTRAL,45,9,36,66,19,12,7,,,
2018,7,31,31/7/2018,5,CENTRAL,50,5,32,49,16,12,6,,,
2018,7,31,31/7/2018,6,CENTRAL,52,5,40,76,9,10,6,,,
2018,7,31,31/7/2018,7,CENTRAL,53,6,44,109,11,11,6,,,
2018,7,31,31/7/2018,8,CENTRAL,86,6,74,278,2,10,9,,,
2018,7,31,31/7/2018,9,CENTRAL,79,11,79,305,3,18,9,,,
2018,7,31,31/7/2018,10,CENTRAL,55,11,62,170,12,16,11,,,
2018,7,31,31/7/2018,11,CENTRAL,72,9,66,239,6,16,15,,,
2018,7,31,31/7/2018,12,CENTRAL,67,14,72,229,7,21,23,,,
2018,7,31,31/7/2018,13,CENTRAL,58,7,63,162,12,12,27,,,
2018,7,31,31/7/2018,14,CENTRAL,57,7,56,124,19,12,18,,,
2018,7,31,31/7/2018,15,CENTRAL,55,8,65,187,17,14,8,,,
2018,7,31,31/7/2018,16,CENTRAL,64,2,82,262,9,8,12,,,
2018,7,31,31/7/2018,17,CENTRAL,57,4,58,153,21,10,7,,,
2018,7,31,31/7/2018,18,CENTRAL,75,1,76,256,10,6,9,,,
2018,7,31,31/7/2018,19,CENTRAL,90,5,91,333,5,10,10,,,
2018,7,31,31/7/2018,20,CENTRAL,73,10,60,192,12,15,8,,,
2018,7,31,31/7/2018,21,CENTRAL,77,9,66,209,7,13,8,,,
2018,7,31,31/7/2018,22,CENTRAL,70,8,58,180,6,15,7,,,
2018,7,31,31/7/2018,23,CENTRAL,64,8,56,180,4,15,7,,,
2018,7,31,31/7/2018,24,CENTRAL,54,9,41,91,8,14,7,,,
2018,1,8,8/1/2018,1,CENTRAL,50,5,39,76,7,9,9,,,
2018,1,8,8/1/2018,2,CENTRAL,55,8,45,116,11,12,8,,,
2018,1,8,8/1/2018,3,CENTRAL,51,4,35,88,12,8,6,,,
2018,1,8,8/1/2018,4,CENTRAL,52,6,40,84,7,11,7,,,
2018,1,8,8/1/2018,5,CENTRAL,51,6,38,87,9,10,5,,,
2018,1,8,8/1/2018,6,CENTRAL,50,4,42,97,7,8,7,,,
2018,1,8,8/1/2018,7,CENTRAL,54,4,55,149,2,9,7,,,
2018,1,8,8/1/2018,8,CENTRAL,68,8,70,274,1,14,13,,,
2018,1,8,8/1/2018,9,CENTRAL,94,9,86,380,2,18,13,,,
2018,1,8,8/1/2018,10,CENTRAL,75,6,79,353,3,14,14,,,
2018,1,8,8/1/2018,11,CENTRAL,89,8,68,290,3,17,9,,,
2018,1,8,8/1/2018,12,CENTRAL,79,11,81,314,4,15,10,,,
2018,1,8,8/1/2018,13,CENTRAL,64,8,76,229,9,13,13,,,
2018,1,8,8/1/2018,14,CENTRAL,51,8,59,135,13,12,14,,,
2018,1,8,8/1/2018,15,CENTRAL,59,4,72,218,9,7,12,,,
2018,1,8,8/1/2018,16,CENTRAL,53,6,69,178,14,10,9,,,
2018,1,8,8/1/2018,17,CENTRAL,65,9,72,215,11,12,8,,,
2018,1,8,8/1/2018,18,CENTRAL,58,4,59,140,15,8,8,,,
2018,1,8,8/1/2018,19,CENTRAL,61,4,61,152,18,7,8,,,
2018,1,8,8/1/2018,20,CENTRAL,70,4,61,135,15,7,7,,,
2018,1,8,8/1/2018,21,CENTRAL,67,5,64,134,13,8,6,,,
2018,1,8,8/1/2018,22,CENTRAL,58,7,51,87,21,10,7,,,
2018,1,8,8/1/2018,23,CENTRAL,58,7,53,95,20,11,8,,,
2018,1,8,8/1/2018,24,CENTRAL,55,7,61,127,15,9,8,,,
2018,2,8,8/2/2018,1,CENTRAL,67,7,66,152,8,13,7,,,
2018,2,8,8/2/2018,2,CENTRAL,62,4,44,89,21,7,6,,,
2018,2,8,8/2/2018,3,CENTRAL,52,8,32,69,25,10,5,,,
2018,2,8,8/2/2018,4,CENTRAL,42,3,17,29,34,4,4,,,
2018,2,8,8/2/2018,5,CENTRAL,48,2,28,51,22,4,5,,,
2018,2,8,8/2/2018,6,CENTRAL,53,3,47,96,9,6,6,,,
2018,2,8,8/2/2018,7,CENTRAL,58,5,64,222,1,12,10,,,
2018,2,8,8/2/2018,8,CENTRAL,72,9,77,290,3,14,9,,,
2018,2,8,8/2/2018,9,CENTRAL,81,12,82,330,7,18,8,,,
2018,2,8,8/2/2018,10,CENTRAL,72,13,84,274,10,19,8,,,
2018,2,8,8/2/2018,11,CENTRAL,74,6,86,289,9,13,8,,,
2018,2,8,8/2/2018,12,CENTRAL,66,10,78,224,16,16,7,,,
2018,2,8,8/2/2018,13,CENTRAL,59,9,58,133,29,14,5,,,
2018,2,8,8/2/2018,14,CENTRAL,62,7,69,177,20,11,7,,,
2018,2,8,8/2/2018,15,CENTRAL,68,12,79,209,16,19,8,,,
2018,2,8,8/2/2018,16,CENTRAL,77,9,90,280,9,19,8,,,
2018,2,8,8/2/2018,17,CENTRAL,65,8,74,211,13,17,7,,,
2018,2,8,8/2/2018,18,CENTRAL,67,4,69,170,13,11,6,,,
2018,2,8,8/2/2018,19,CENTRAL,75,10,89,299,5,15,9,,,
2018,2,8,8/2/2018,20,CENTRAL,98,12,79,229,4,18,8,,,
2018,2,8,8/2/2018,21,CENTRAL,87,16,72,164,5,22,7,,,
2018,2,8,8/2/2018,22,CENTRAL,82,13,71,151,6,19,8,,,
2018,2,8,8/2/2018,23,CENTRAL,61,12,59,118,12,16,7,,,
2018,2,8,8/2/2018,24,CENTRAL,54,8,51,104,18,12,7,,,
2018,3,8,8/3/2018,1,CENTRAL,47,5,36,57,27,9,5,,,
2018,3,8,8/3/2018,2,CENTRAL,50,5,38,72,24,9,5,,,
2018,3,8,8/3/2018,3,CENTRAL,52,1,33,62,27,4,5,,,
2018,3,8,8/3/2018,4,CENTRAL,48,0,26,49,31,2,6,,,
2018,3,8,8/3/2018,5,CENTRAL,45,1,23,40,32,4,6,,,
2018,3,8,8/3/2018,6,CENTRAL,45,3,26,45,29,7,6,,,
2018,3,8,8/3/2018,7,CENTRAL,43,4,30,56,26,7,6,,,
2018,3,8,8/3/2018,8,CENTRAL,50,3,42,107,18,6,6,,,
2018,3,8,8/3/2018,9,CENTRAL,67,1,65,201,12,5,7,,,
2018,3,8,8/3/2018,10,CENTRAL,68,4,77,258,10,10,8,,,
2018,3,8,8/3/2018,11,CENTRAL,67,4,73,211,17,14,7,,,
2018,3,8,8/3/2018,12,CENTRAL,71,9,69,213,17,17,7,,,
2018,3,8,8/3/2018,13,CENTRAL,61,10,59,158,26,18,7,,,
2018,3,8,8/3/2018,14,CENTRAL,61,10,58,158,17,17,7,,,
2018,3,8,8/3/2018,15,CENTRAL,69,12,67,215,12,19,8,,,
2018,3,8,8/3/2018,16,CENTRAL,67,13,76,235,9,22,8,,,
2018,3,8,8/3/2018,17,CENTRAL,70,8,72,241,6,14,8,,,
2018,3,8,8/3/2018,18,CENTRAL,71,10,69,189,9,16,7,,,
2018,3,8,8/3/2018,19,CENTRAL,67,10,61,169,11,15,8,,,
2018,3,8,8/3/2018,20,CENTRAL,55,9,45,84,21,14,5,,,
2018,3,8,8/3/2018,21,CENTRAL,80,10,58,134,6,14,8,,,
2018,3,8,8/3/2018,22,CENTRAL,66,11,50,95,8,16,7,,,
2018,3,8,8/3/2018,23,CENTRAL,69,6,57,152,5,12,8,,,
2018,3,8,8/3/2018,24,CENTRAL,55,7,51,119,13,13,7,,,
2018,4,8,8/4/2018,1,CENTRAL,55,7,45,99,17,12,7,,,
2018,4,8,8/4/2018,2,CENTRAL,58,4,40,87,20,9,7,,,
2018,4,8,8/4/2018,3,CENTRAL,49,5,29,48,31,9,6,,,
2018,4,8,8/4/2018,4,CENTRAL,47,6,25,39,29,8,5,,,
2018,4,8,8/4/2018,5,CENTRAL,49,5,38,67,16,9,6,,,
2018,4,8,8/4/2018,6,CENTRAL,55,8,57,124,3,11,7,,,
2018,4,8,8/4/2018,7,CENTRAL,54,10,50,107,9,15,5,,,
2018,4,8,8/4/2018,8,CENTRAL,61,1,64,201,1,7,7,,,
2018,4,8,8/4/2018,9,CENTRAL,71,3,70,271,2,11,8,,,
2018,4,8,8/4/2018,10,CENTRAL,86,6,89,425,1,16,13,,,
2018,4,8,8/4/2018,11,CENTRAL,89,19,98,458,2,34,19,,,
2018,4,8,8/4/2018,12,CENTRAL,76,16,83,307,8,34,12,,,
2018,4,8,8/4/2018,13,CENTRAL,72,16,83,239,14,23,8,,,
2018,4,8,8/4/2018,14,CENTRAL,79,16,104,248,15,25,9,,,
2018,4,8,8/4/2018,15,CENTRAL,80,18,94,184,20,25,9,,,
2018,4,8,8/4/2018,16,CENTRAL,72,16,110,250,9,24,9,,,
2018,4,8,8/4/2018,17,CENTRAL,78,16,117,320,5,27,12,,,
2018,4,8,8/4/2018,18,CENTRAL,83,15,92,255,4,26,11,,,
2018,4,8,8/4/2018,19,CENTRAL,69,16,81,189,6,20,10,,,
2018,4,8,8/4/2018,20,CENTRAL,78,14,66,136,10,18,8,,,
2018,4,8,8/4/2018,21,CENTRAL,83,18,73,178,3,22,10,,,
2018,4,8,8/4/2018,22,CENTRAL,82,18,71,171,4,27,10,,,
2018,4,8,8/4/2018,23,CENTRAL,66,12,55,103,7,22,7,,,
2018,4,8,8/4/2018,24,CENTRAL,66,6,56,121,5,12,10,,,
2018,5,8,8/5/2018,1,CENTRAL,64,5,58,142,3,12,11,,,
2018,5,8,8/5/2018,2,CENTRAL,53,6,46,87,15,13,8,,,
2018,5,8,8/5/2018,3,CENTRAL,56,9,48,106,7,12,8,,,
2018,5,8,8/5/2018,4,CENTRAL,60,9,54,133,1,12,12,,,
2018,5,8,8/5/2018,5,CENTRAL,69,5,49,120,1,8,10,,,
2018,5,8,8/5/2018,6,CENTRAL,68,6,50,142,1,9,11,,,
2018,5,8,8/5/2018,7,CENTRAL,63,7,53,147,1,12,12,,,
2018,5,8,8/5/2018,8,CENTRAL,63,10,60,191,1,15,11,,,
2018,5,8,8/5/2018,9,CENTRAL,64,14,78,322,1,22,22,,,
2018,5,8,8/5/2018,10,CENTRAL,65,18,74,249,3,27,18,,,
2018,5,8,8/5/2018,11,CENTRAL,67,13,70,180,5,23,14,,,
2018,5,8,8/5/2018,12,CENTRAL,59,14,71,172,8,25,12,,,
2018,5,8,8/5/2018,13,CENTRAL,60,12,70,163,19,23,8,,,
2018,5,8,8/5/2018,14,CENTRAL,59,11,81,176,17,17,8,,,
2018,5,8,8/5/2018,15,CENTRAL,56,16,80,172,20,25,16,,,
2018,5,8,8/5/2018,16,CENTRAL,48,16,53,104,32,22,13,,,
2018,5,8,8/5/2018,17,CENTRAL,57,17,60,92,30,21,11,,,
2018,5,8,8/5/2018,18,CENTRAL,53,13,53,77,34,17,11,,,
2018,5,8,8/5/2018,19,CENTRAL,60,12,56,77,27,18,9,,,
2018,5,8,8/5/2018,20,CENTRAL,65,14,70,121,13,19,10,,,
2018,5,8,8/5/2018,21,CENTRAL,57,19,60,98,17,23,10,,,
2018,5,8,8/5/2018,22,CENTRAL,53,14,55,86,17,17,10,,,
2018,5,8,8/5/2018,23,CENTRAL,46,10,43,63,12,14,8,,,
2018,5,8,8/5/2018,24,CENTRAL,42,7,36,52,10,12,9,,,
2018,6,8,8/6/2018,1,CENTRAL,45,9,39,79,5,13,10,,,
2018,6,8,8/6/2018,2,CENTRAL,50,9,43,94,4,13,10,,,
2018,6,8,8/6/2018,3,CENTRAL,47,3,37,78,7,6,11,,,
2018,6,8,8/6/2018,4,CENTRAL,48,4,43,77,2,7,8,,,
2018,6,8,8/6/2018,5,CENTRAL,47,6,47,126,1,8,20,,,
2018,6,8,8/6/2018,6,CENTRAL,47,8,47,122,1,11,20,,,
2018,6,8,8/6/2018,7,CENTRAL,58,8,52,206,1,11,22,,,
2018,6,8,8/6/2018,8,CENTRAL,68,10,67,281,1,15,19,,,
2018,6,8,8/6/2018,9,CENTRAL,68,14,78,315,2,31,14,,,
2018,6,8,8/6/2018,10,CENTRAL,73,12,72,265,4,20,9,,,
2018,6,8,8/6/2018,11,CENTRAL,95,9,74,260,6,18,8,,,
2018,6,8,8/6/2018,12,CENTRAL,83,11,78,228,11,19,8,,,
2018,6,8,8/6/2018,13,CENTRAL,69,8,104,237,18,17,7,,,
2018,6,8,8/6/2018,14,CENTRAL,89,14,109,325,5,24,8,,,
2018,6,8,8/6/2018,15,CENTRAL,94,18,113,431,2,30,10,,,
2018,6,8,8/6/2018,16,CENTRAL,101,16,119,500,2,26,16,,,
2018,6,8,8/6/2018,17,CENTRAL,91,15,115,444,2,25,22,,,
2018,6,8,8/6/2018,18,CENTRAL,102,16,118,461,1,26,21,,,
2018,6,8,8/6/2018,19,CENTRAL,114,16,114,437,3,26,16,,,
2018,6,8,8/6/2018,20,CENTRAL,77,17,94,208,9,22,11,,,
2018,6,8,8/6/2018,21,CENTRAL,81,18,79,161,8,21,12,,,
2018,6,8,8/6/2018,22,CENTRAL,72,14,78,159,6,19,10,,,
2018,6,8,8/6/2018,23,CENTRAL,65,18,65,136,8,26,10,,,
2018,6,8,8/6/2018,24,CENTRAL,59,15,63,132,5,25,10,,,
2018,7,8,8/7/2018,1,CENTRAL,62,11,54,106,7,18,8,,,
2018,7,8,8/7/2018,2,CENTRAL,66,12,54,126,3,15,7,,,
2018,7,8,8/7/2018,3,CENTRAL,65,9,53,122,2,11,9,,,
2018,7,8,8/7/2018,4,CENTRAL,68,7,57,193,1,10,14,,,
2018,7,8,8/7/2018,5,CENTRAL,65,10,55,161,1,13,11,,,
2018,7,8,8/7/2018,6,CENTRAL,64,9,52,111,2,12,8,,,
2018,7,8,8/7/2018,7,CENTRAL,65,6,56,130,3,9,7,,,
2018,7,8,8/7/2018,8,CENTRAL,58,13,72,180,5,18,9,,,
2018,7,8,8/7/2018,9,CENTRAL,100,18,90,302,4,25,10,,,
2018,7,8,8/7/2018,10,CENTRAL,94,18,86,310,5,26,10,,,
2018,7,8,8/7/2018,11,CENTRAL,75,18,98,310,8,25,9,,,
2018,7,8,8/7/2018,12,CENTRAL,N.A.,14,N.A.,N.A.,N.A.,23,N.A.,,,
2018,7,8,8/7/2018,13,CENTRAL,66,13,91,212,18,23,8,,,
2018,7,8,8/7/2018,14,CENTRAL,73,17,112,279,8,28,11,,,
2018,7,8,8/7/2018,15,CENTRAL,75,16,128,364,3,27,14,,,
2018,7,8,8/7/2018,16,CENTRAL,87,19,130,465,2,29,23,,,
2018,7,8,8/7/2018,17,CENTRAL,78,18,115,326,3,26,19,,,
2018,7,8,8/7/2018,18,CENTRAL,80,19,108,275,3,30,16,,,
2018,7,8,8/7/2018,19,CENTRAL,95,14,113,334,2,21,15,,,
2018,7,8,8/7/2018,20,CENTRAL,83,15,95,238,2,22,19,,,
2018,7,8,8/7/2018,21,CENTRAL,74,13,72,139,18,18,9,,,
2018,7,8,8/7/2018,22,CENTRAL,71,11,71,161,11,13,9,,,
2018,7,8,8/7/2018,23,CENTRAL,62,15,61,122,12,22,7,,,
2018,7,8,8/7/2018,24,CENTRAL,74,11,62,135,10,25,8,,,
2018,8,8,8/8/2018,1,CENTRAL,52,9,N.A.,N.A.,27,21,6,,,
2018,8,8,8/8/2018,2,CENTRAL,58,8,45,73,20,9,6,,,
2018,8,8,8/8/2018,3,CENTRAL,62,11,51,105,9,12,5,,,
2018,8,8,8/8/2018,4,CENTRAL,59,8,45,79,10,8,5,,,
2018,8,8,8/8/2018,5,CENTRAL,47,6,31,44,27,7,4,,,
2018,8,8,8/8/2018,6,CENTRAL,54,4,42,61,15,5,4,,,
2018,8,8,8/8/2018,7,CENTRAL,66,5,58,138,5,6,5,,,
2018,8,8,8/8/2018,8,CENTRAL,58,6,65,140,11,8,6,,,
2018,8,8,8/8/2018,9,CENTRAL,67,9,77,219,8,12,8,,,
2018,8,8,8/8/2018,10,CENTRAL,72,15,77,217,10,18,7,,,
2018,8,8,8/8/2018,11,CENTRAL,68,7,76,187,11,13,7,,,
2018,8,8,8/8/2018,12,CENTRAL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,
2018,8,8,8/8/2018,13,CENTRAL,N.A.,9,N.A.,N.A.,N.A.,13,N.A.,,,
2018,8,8,8/8/2018,14,CENTRAL,N.A.,11,N.A.,N.A.,24,13,N.A.,,,
2018,8,8,8/8/2018,15,CENTRAL,55,11,72,153,22,16,6,,,
2018,8,8,8/8/2018,16,CENTRAL,59,16,80,178,24,20,6,,,
2018,8,8,8/8/2018,17,CENTRAL,54,15,67,129,30,20,6,,,
2018,8,8,8/8/2018,18,CENTRAL,56,12,87,183,20,19,6,,,
2018,8,8,8/8/2018,19,CENTRAL,67,10,92,214,17,17,7,,,
2018,8,8,8/8/2018,20,CENTRAL,71,16,72,144,22,22,6,,,
2018,8,8,8/8/2018,21,CENTRAL,63,14,64,125,18,20,7,,,
2018,8,8,8/8/2018,22,CENTRAL,56,9,47,85,18,16,6,,,
2018,8,8,8/8/2018,23,CENTRAL,49,11,46,71,26,19,5,,,
2018,8,8,8/8/2018,24,CENTRAL,48,7,39,60,26,14,5,,,
2018,9,8,8/9/2018,1,CENTRAL,44,6,37,80,19,12,5,,,
2018,9,8,8/9/2018,2,CENTRAL,45,1,24,35,26,4,5,,,
2018,9,8,8/9/2018,3,CENTRAL,43,1,23,33,22,5,5,,,
2018,9,8,8/9/2018,4,CENTRAL,42,0,17,25,26,2,4,,,
2018,9,8,8/9/2018,5,CENTRAL,40,0,14,20,28,2,5,,,
2018,9,8,8/9/2018,6,CENTRAL,40,0,13,17,32,1,4,,,
2018,9,8,8/9/2018,7,CENTRAL,43,0,30,50,25,3,5,,,
2018,9,8,8/9/2018,8,CENTRAL,48,5,48,102,18,10,6,,,
2018,9,8,8/9/2018,9,CENTRAL,55,9,67,164,15,14,6,,,
2018,9,8,8/9/2018,10,CENTRAL,59,10,64,150,20,15,6,,,
2018,9,8,8/9/2018,11,CENTRAL,55,5,57,124,27,12,6,,,
2018,9,8,8/9/2018,12,CENTRAL,50,5,59,121,31,10,6,,,
2018,9,8,8/9/2018,13,CENTRAL,53,9,60,117,38,13,5,,,
2018,9,8,8/9/2018,14,CENTRAL,53,6,58,124,38,10,5,,,
2018,9,8,8/9/2018,15,CENTRAL,49,11,55,104,38,18,5,,,
2018,9,8,8/9/2018,16,CENTRAL,49,10,67,158,23,16,6,,,
2018,9,8,8/9/2018,17,CENTRAL,58,6,64,173,19,11,6,,,
2018,9,8,8/9/2018,18,CENTRAL,53,8,64,144,20,14,5,,,
2018,9,8,8/9/2018,19,CENTRAL,56,6,61,161,13,11,6,,,
2018,9,8,8/9/2018,20,CENTRAL,58,6,55,113,13,9,5,,,
2018,9,8,8/9/2018,21,CENTRAL,66,8,45,87,16,10,6,,,
2018,9,8,8/9/2018,22,CENTRAL,54,4,35,62,21,8,5,,,
2018,9,8,8/9/2018,23,CENTRAL,46,0,37,69,21,7,5,,,
2018,9,8,8/9/2018,24,CENTRAL,46,1,37,65,19,4,5,,,
2018,10,8,8/10/2018,1,CENTRAL,46,0,32,52,23,2,5,,,
2018,10,8,8/10/2018,2,CENTRAL,46,0,26,41,25,1,5,,,
2018,10,8,8/10/2018,3,CENTRAL,47,0,52,252,8,0,7,,,
2018,10,8,8/10/2018,4,CENTRAL,48,0,26,51,21,2,4,,,
2018,10,8,8/10/2018,5,CENTRAL,44,0,21,32,33,0,4,,,
2018,10,8,8/10/2018,6,CENTRAL,50,0,33,54,19,0,5,,,
2018,10,8,8/10/2018,7,CENTRAL,55,1,59,148,5,0,6,,,
2018,10,8,8/10/2018,8,CENTRAL,68,1,63,154,7,1,6,,,
2018,10,8,8/10/2018,9,CENTRAL,66,8,75,224,6,8,7,,,
2018,10,8,8/10/2018,10,CENTRAL,75,11,82,277,6,13,9,,,
2018,10,8,8/10/2018,11,CENTRAL,79,6,81,261,6,10,7,,,
2018,10,8,8/10/2018,12,CENTRAL,67,9,74,210,10,13,7,,,
2018,10,8,8/10/2018,13,CENTRAL,72,6,77,207,9,8,7,,,
2018,10,8,8/10/2018,14,CENTRAL,78,2,77,211,7,4,6,,,
2018,10,8,8/10/2018,15,CENTRAL,68,5,72,177,9,10,5,,,
2018,10,8,8/10/2018,16,CENTRAL,60,3,65,152,14,8,5,,,
2018,10,8,8/10/2018,17,CENTRAL,60,3,70,165,12,7,5,,,
2018,10,8,8/10/2018,18,CENTRAL,67,2,81,247,9,2,6,,,
2018,10,8,8/10/2018,19,CENTRAL,91,5,92,385,1,6,11,,,
2018,10,8,8/10/2018,20,CENTRAL,83,4,83,229,7,7,7,,,
2018,10,8,8/10/2018,21,CENTRAL,75,8,81,160,5,9,5,,,
2018,10,8,8/10/2018,22,CENTRAL,69,6,61,105,17,8,4,,,
2018,10,8,8/10/2018,23,CENTRAL,61,2,57,104,17,9,5,,,
2018,10,8,8/10/2018,24,CENTRAL,60,3,59,107,17,16,5,,,
2018,11,8,8/11/2018,1,CENTRAL,57,2,50,81,20,25,4,,,
2018,11,8,8/11/2018,2,CENTRAL,67,2,55,113,11,15,5,,,
2018,11,8,8/11/2018,3,CENTRAL,62,5,51,95,19,12,4,,,
2018,11,8,8/11/2018,4,CENTRAL,61,3,40,67,26,5,4,,,
2018,11,8,8/11/2018,5,CENTRAL,56,2,40,68,24,7,4,,,
2018,11,8,8/11/2018,6,CENTRAL,54,5,41,71,25,6,4,,,
2018,11,8,8/11/2018,7,CENTRAL,49,2,40,68,38,4,4,,,
2018,11,8,8/11/2018,8,CENTRAL,60,3,75,152,9,3,5,,,
2018,11,8,8/11/2018,9,CENTRAL,74,2,91,231,8,4,6,,,
2018,11,8,8/11/2018,10,CENTRAL,73,1,93,191,6,1,5,,,
2018,11,8,8/11/2018,11,CENTRAL,80,3,105,255,7,4,6,,,
2018,11,8,8/11/2018,12,CENTRAL,61,8,77,139,22,13,5,,,
2018,11,8,8/11/2018,13,CENTRAL,66,7,75,150,19,10,5,,,
2018,11,8,8/11/2018,14,CENTRAL,77,4,85,180,15,6,5,,,
2018,11,8,8/11/2018,15,CENTRAL,69,11,80,168,16,15,5,,,
2018,11,8,8/11/2018,16,CENTRAL,64,6,68,128,22,11,5,,,
2018,11,8,8/11/2018,17,CENTRAL,72,8,73,127,21,14,5,,,
2018,11,8,8/11/2018,18,CENTRAL,70,6,83,158,19,9,6,,,
2018,11,8,8/11/2018,19,CENTRAL,73,7,84,144,24,9,5,,,
2018,11,8,8/11/2018,20,CENTRAL,78,9,73,120,30,9,5,,,
2018,11,8,8/11/2018,21,CENTRAL,80,4,69,106,25,4,5,,,
2018,11,8,8/11/2018,22,CENTRAL,66,8,61,97,30,8,5,,,
2018,11,8,8/11/2018,23,CENTRAL,64,6,59,90,29,7,5,,,
2018,11,8,8/11/2018,24,CENTRAL,62,5,53,84,27,7,5,,,
2018,12,8,8/12/2018,1,CENTRAL,58,5,45,64,36,7,4,,,
2018,12,8,8/12/2018,2,CENTRAL,58,5,37,50,41,5,4,,,
2018,12,8,8/12/2018,3,CENTRAL,63,6,44,59,29,6,4,,,
2018,12,8,8/12/2018,4,CENTRAL,63,5,41,64,34,6,4,,,
2018,12,8,8/12/2018,5,CENTRAL,64,5,45,70,21,6,4,,,
2018,12,8,8/12/2018,6,CENTRAL,57,3,40,60,27,5,4,,,
2018,12,8,8/12/2018,7,CENTRAL,52,1,49,80,29,1,4,,,
2018,12,8,8/12/2018,8,CENTRAL,60,0,55,86,24,0,4,,,
2018,12,8,8/12/2018,9,CENTRAL,60,1,72,134,17,1,6,,,
2018,12,8,8/12/2018,10,CENTRAL,59,2,61,104,26,2,5,,,
2018,12,8,8/12/2018,11,CENTRAL,62,0,66,131,28,0,5,,,
2018,12,8,8/12/2018,12,CENTRAL,51,5,51,85,34,5,4,,,
2018,12,8,8/12/2018,13,CENTRAL,55,6,61,105,30,6,4,,,
2018,12,8,8/12/2018,14,CENTRAL,55,8,52,85,27,8,4,,,
